User Name,Profile link,Rating,Hotel Name
SGP,https://www.tripadvisor.in/Profile/SGP32D,5,Lake Canopy
Mattbor86,https://www.tripadvisor.in/Profile/Mattbor86,5,Lake Canopy
Montrosa,https://www.tripadvisor.in/Profile/Montrosa,3,Lake Canopy
Amit Pednekar,https://www.tripadvisor.in/Profile/amitpednekar,4,Lake Canopy
Amittraveler,https://www.tripadvisor.in/Profile/Amittraveler,4,Lake Canopy
PravDelhi,https://www.tripadvisor.in/Profile/PravDelhi,4,Lake Palace Resort
Suresh R,https://www.tripadvisor.in/Profile/38sureshr,5,Lake Palace Resort
Sunil P,https://www.tripadvisor.in/Profile/SunilP89,5,Lake Palace Resort
Raunak anand,https://www.tripadvisor.in/Profile/raunak_anand,2,Lake Palace Resort
Sunil V,https://www.tripadvisor.in/Profile/Infra_mumbai,5,Lake Palace Resort
ahmedalsaad2020,https://www.tripadvisor.in/Profile/ahmedalsaad2020,5,Warmth Lake Haven
shwetakr0527,https://www.tripadvisor.in/Profile/shwetakr0527,5,Warmth Lake Haven
Shital S,https://www.tripadvisor.in/Profile/291shitals,5,Warmth Lake Haven
Matthew B,https://www.tripadvisor.in/Profile/matthewbD6884FQ,4,Warmth Lake Haven
Berly,https://www.tripadvisor.in/Profile/Berlyassocial,5,Warmth Lake Haven
Skm239,https://www.tripadvisor.in/Profile/Skm239,5,Uday Backwater Resort
Prema M,https://www.tripadvisor.in/Profile/premam2020,4,Uday Backwater Resort
LumberEaton_Cheshire,https://www.tripadvisor.in/Profile/LumberEaton_Cheshire,4,Uday Backwater Resort
lucy b,https://www.tripadvisor.in/Profile/lucybI3305BM,4,Uday Backwater Resort
OnAir37387226315,https://www.tripadvisor.in/Profile/OnAir37387226315,5,Uday Backwater Resort
Manoj B,https://www.tripadvisor.in/Profile/427manojb,1,Ramada by Wyndham Alleppey
KARANKAJU14,https://www.tripadvisor.in/Profile/KARANKAJU14,3,Ramada by Wyndham Alleppey
tejas lohia,https://www.tripadvisor.in/Profile/itstejass,1,Ramada by Wyndham Alleppey
Nikhil M,https://www.tripadvisor.in/Profile/NikhilMayekar,5,Ramada by Wyndham Alleppey
iswarya2014,https://www.tripadvisor.in/Profile/iswarya2014,4,Ramada by Wyndham Alleppey
Shena N,https://www.tripadvisor.in/Profile/NaShena,5,Kalappura Homestay
JaM,https://www.tripadvisor.in/Profile/Z2764ROjan,5,Kalappura Homestay
nikkihannaway,https://www.tripadvisor.in/Profile/nikkihannaway,5,Kalappura Homestay
dor,https://www.tripadvisor.in/Profile/dorma11,5,Kalappura Homestay
Sherpa259048,https://www.tripadvisor.in/Profile/Sherpa259048,4,Kalappura Homestay
NorthStar786298,https://www.tripadvisor.in/Profile/NorthStar786298,5,Haven Alleppey Beach Villa
kat,https://www.tripadvisor.in/Profile/meander63380,2,Haven Alleppey Beach Villa
Ina,https://www.tripadvisor.in/Profile/Pereiraina,4,Haven Alleppey Beach Villa
Saffron S,https://www.tripadvisor.in/Profile/SaffronS109,5,Haven Alleppey Beach Villa
martinhelmantel,https://www.tripadvisor.in/Profile/martinhelmantel,4,Haven Alleppey Beach Villa
TRAVELFUN80,https://www.tripadvisor.in/Profile/TRAVELFUN80,4,Abad Turtle Beach
Jovagnes,https://www.tripadvisor.in/Profile/jovagnes,5,Abad Turtle Beach
Bala,https://www.tripadvisor.in/Profile/Balafarmer,5,Abad Turtle Beach
handel21,https://www.tripadvisor.in/Profile/handel21,5,Abad Turtle Beach
sharmel1,https://www.tripadvisor.in/Profile/sharmel1,5,Abad Turtle Beach
Amina A,https://www.tripadvisor.in/Profile/aminaali90,5,Treebo Tryst Palmyra Grand Suite
Coastal55942908091,https://www.tripadvisor.in/Profile/Coastal55942908091,4,Treebo Tryst Palmyra Grand Suite
Virendra1979,https://www.tripadvisor.in/Profile/Virendra1979,5,Treebo Tryst Palmyra Grand Suite
Devendra,https://www.tripadvisor.in/Profile/Devpandey1984,4,Treebo Tryst Palmyra Grand Suite
K R S,https://www.tripadvisor.in/Profile/914krs,5,Treebo Tryst Palmyra Grand Suite
Shafiq A,https://www.tripadvisor.in/Profile/Salibhai,5,Punnamada Resort
Kevin Sadler,https://www.tripadvisor.in/Profile/Kevinasadler,4,Punnamada Resort
RandallP,https://www.tripadvisor.in/Profile/besteverindianadv,5,Punnamada Resort
S2VM_11,https://www.tripadvisor.in/Profile/S2VM_11,5,Punnamada Resort
Archie1971,https://www.tripadvisor.in/Profile/Archie1971,5,Punnamada Resort
Usha1952,https://www.tripadvisor.in/Profile/Usha1952,5,Venice Castle
Helli123,https://www.tripadvisor.in/Profile/Helli123,5,Venice Castle
Sam,https://www.tripadvisor.in/Profile/SammyD1307,5,Venice Castle
Pharmindus,https://www.tripadvisor.in/Profile/Pharmindus,4,Venice Castle
GlobalStu,https://www.tripadvisor.in/Profile/GlobalStu,5,Venice Castle
Steve J,https://www.tripadvisor.in/Profile/Stevehil2016,4,Alleppey Beach Garden
Miraingemann,https://www.tripadvisor.in/Profile/Miraingemann,5,Alleppey Beach Garden
Adam M,https://www.tripadvisor.in/Profile/I6792LRadamm,5,Alleppey Beach Garden
Fred Smallfield,https://www.tripadvisor.in/Profile/367fr_d_ricp,5,Alleppey Beach Garden
Lorraine R,https://www.tripadvisor.in/Profile/LorraineR624,5,Alleppey Beach Garden
Nilesh Mallick,https://www.tripadvisor.in/Profile/NileshMallick,5,Cyrus Resorts by Tolins Hotels & Resorts
Manfred,https://www.tripadvisor.in/Profile/yoga17eme,5,Cyrus Resorts by Tolins Hotels & Resorts
Amisha C,https://www.tripadvisor.in/Profile/amishac2016,3,Cyrus Resorts by Tolins Hotels & Resorts
nabeelusman,https://www.tripadvisor.in/Profile/nabeelusman,4,Cyrus Resorts by Tolins Hotels & Resorts
vikas Sadhotra,https://www.tripadvisor.in/Profile/Vikassadhotra,3,Cyrus Resorts by Tolins Hotels & Resorts
purrdy13,https://www.tripadvisor.in/Profile/purrdy13,5,Malayalam Lake Resort Homestay
Talia Goury,https://www.tripadvisor.in/Profile/talsgoury,5,Malayalam Lake Resort Homestay
mannaf,https://www.tripadvisor.in/Profile/abdulmanaf095,5,Malayalam Lake Resort Homestay
Natasha_in_INDIA🙏,https://www.tripadvisor.in/Profile/FrequentFlier709151,5,Malayalam Lake Resort Homestay
Leslie G,https://www.tripadvisor.in/Profile/LeslieNaomi,5,Malayalam Lake Resort Homestay
Sofia Hc,https://www.tripadvisor.in/Profile/sofiahercan,5,Zostel Alleppey
Sridhar R,https://www.tripadvisor.in/Profile/sridhar1605,4,Zostel Alleppey
Sarika Nerurkar,https://www.tripadvisor.in/Profile/curiosityclickedthec,4,Zostel Alleppey
Deepshikha Monga,https://www.tripadvisor.in/Profile/deepshikhamonga,4,Zostel Alleppey
Kristen,https://www.tripadvisor.in/Profile/ghs4square12,5,Zostel Alleppey
Nadine,https://www.tripadvisor.in/Profile/travelwithnadi,5,Bella Homestay
Autonomy123,https://www.tripadvisor.in/Profile/Autonomy123,5,Bella Homestay
travelbuddies39,https://www.tripadvisor.in/Profile/travelbuddies39,3,Bella Homestay
Brian M,https://www.tripadvisor.in/Profile/brianm900,5,Bella Homestay
Laura A,https://www.tripadvisor.in/Profile/lauraa49,5,Bella Homestay
Sonia Rajesh,https://www.tripadvisor.in/Profile/Soniachakki,5,Kondai Lip Backwater Heritage Resort
Niranjan B,https://www.tripadvisor.in/Profile/492niranjanb,5,Kondai Lip Backwater Heritage Resort
Chintan Shah,https://www.tripadvisor.in/Profile/chintanps4,4,Kondai Lip Backwater Heritage Resort
Rachna,https://www.tripadvisor.in/Profile/Rachneer,5,Kondai Lip Backwater Heritage Resort
Jaymallya Banerjee,https://www.tripadvisor.in/Profile/JaymallyaBanerjee,4,Kondai Lip Backwater Heritage Resort
forestbiscoe,https://www.tripadvisor.in/Profile/forestbiscoe,4,Alleppey 3 Palms Guesthouse
Jonas & Emma,https://www.tripadvisor.in/Profile/Jonas_EmmaC,5,Alleppey 3 Palms Guesthouse
LucieVildnerova1,https://www.tripadvisor.in/Profile/LucieVildnerova1,5,Alleppey 3 Palms Guesthouse
Laura M,https://www.tripadvisor.in/Profile/lauramT2721RB,5,Alleppey 3 Palms Guesthouse
Soapy & The Breeze,https://www.tripadvisor.in/Profile/soapyandthebreeze,4,Alleppey 3 Palms Guesthouse
Kristen,https://www.tripadvisor.in/Profile/ghs4square12,5,Lake Paradise Resorts
wedonttravelenough,https://www.tripadvisor.in/Profile/wedonttravelenough,3,Lake Paradise Resorts
Jonna N,https://www.tripadvisor.in/Profile/jonnanyb,5,Lake Paradise Resorts
iristrojan,https://www.tripadvisor.in/Profile/iristrojan,5,Lake Paradise Resorts
Rahul R,https://www.tripadvisor.in/Profile/RahulR3063,5,Lake Paradise Resorts
Evievv,https://www.tripadvisor.in/Profile/Evievv,5,Alasr Heritage Home
Sarah Jane,https://www.tripadvisor.in/Profile/Sarahjanehill4,5,Alasr Heritage Home
sinners84,https://www.tripadvisor.in/Profile/sinners84,5,Alasr Heritage Home
Anna B,https://www.tripadvisor.in/Profile/annabM981NR,5,Alasr Heritage Home
Louis,https://www.tripadvisor.in/Profile/louisbu,5,Alasr Heritage Home
Jason,https://www.tripadvisor.in/Profile/hike_run_eat,5,Parakkat Nature Hotels & Resorts
Sajju S,https://www.tripadvisor.in/Profile/sajjus2018,5,Parakkat Nature Hotels & Resorts
Dhana_12387,https://www.tripadvisor.in/Profile/Dhana_12387,5,Parakkat Nature Hotels & Resorts
merin r,https://www.tripadvisor.in/Profile/487merinr,5,Parakkat Nature Hotels & Resorts
Amit G,https://www.tripadvisor.in/Profile/amitgK9852PO,5,Parakkat Nature Hotels & Resorts
JATIN YADAV,https://www.tripadvisor.in/Profile/JATIN_114,5,Elixir Hills
TFC,https://www.tripadvisor.in/Profile/francychacko,5,Elixir Hills
Aksh Nagpal,https://www.tripadvisor.in/Profile/Akshnagpal,5,Elixir Hills
hasanul banna b,https://www.tripadvisor.in/Profile/hasanulbannaz,5,Elixir Hills
Dharan,https://www.tripadvisor.in/Profile/dharaneswar,5,Elixir Hills
SRS,https://www.tripadvisor.in/Profile/Mosalin,5,Dew Drops Munnar
Ar Trideep Chan... A,https://www.tripadvisor.in/Profile/shravtri,5,Dew Drops Munnar
Faise,https://www.tripadvisor.in/Profile/faisee369,5,Dew Drops Munnar
Dr Devi,https://www.tripadvisor.in/Profile/drchanduchinni,5,Dew Drops Munnar
Divyansh Awasthi,https://www.tripadvisor.in/Profile/divyansh1727,5,Dew Drops Munnar
Mahesh j,https://www.tripadvisor.in/Profile/892maheshj,5,Fragrant Nature Munnar
Canadian,https://www.tripadvisor.in/Profile/ItalianWannabe2,5,Fragrant Nature Munnar
Safari-first,https://www.tripadvisor.in/Profile/Safari-first,5,Fragrant Nature Munnar
27ranjan,https://www.tripadvisor.in/Profile/27ranjan,5,Fragrant Nature Munnar
Rongroth Sachathep,https://www.tripadvisor.in/Profile/RonSachathep,5,Fragrant Nature Munnar
Ravi T,https://www.tripadvisor.in/Profile/847ravit,5,"Amber Dale Luxury Hotel and Spa, Munnar"
Sicksquid,https://www.tripadvisor.in/Profile/Sicksquid,5,"Amber Dale Luxury Hotel and Spa, Munnar"
Simplytravllr,https://www.tripadvisor.in/Profile/simstravlr,5,"Amber Dale Luxury Hotel and Spa, Munnar"
Winterfrozt,https://www.tripadvisor.in/Profile/Winterfrozt,4,"Amber Dale Luxury Hotel and Spa, Munnar"
Santabrata,https://www.tripadvisor.in/Profile/Santabrata,5,"Amber Dale Luxury Hotel and Spa, Munnar"
Himanshu Awasthi,https://www.tripadvisor.in/Profile/himaws72,5,Munnar Tea Country Resort
Santosh gupte,https://www.tripadvisor.in/Profile/SantGup,5,Munnar Tea Country Resort
Abhijit S,https://www.tripadvisor.in/Profile/AbhijitS402,4,Munnar Tea Country Resort
Lbs123,https://www.tripadvisor.in/Profile/Lbs123,5,Munnar Tea Country Resort
Subhash,https://www.tripadvisor.in/Profile/Subho2301,4,Munnar Tea Country Resort
Soniya,https://www.tripadvisor.in/Profile/soniyadhnd,4,Tea Valley Resort
NiravBParekh,https://www.tripadvisor.in/Profile/NiravBParekh,5,Tea Valley Resort
shalz,https://www.tripadvisor.in/Profile/shalini_bala,5,Tea Valley Resort
Ravu,https://www.tripadvisor.in/Profile/withravii,5,Tea Valley Resort
Nag C,https://www.tripadvisor.in/Profile/Nagu19CT,5,Tea Valley Resort
TRAVELFUN80,https://www.tripadvisor.in/Profile/TRAVELFUN80,5,The Tall Trees Munnar
NikitaAI,https://www.tripadvisor.in/Profile/NikitaAI,3,The Tall Trees Munnar
Rinku I,https://www.tripadvisor.in/Profile/IndMusafir,3,The Tall Trees Munnar
Reisebüro Isabel Tours Switzerland,https://www.tripadvisor.in/Profile/IsabeltoursSchweiz,5,The Tall Trees Munnar
Dilip P,https://www.tripadvisor.in/Profile/882dilipp,5,The Tall Trees Munnar
muzzammil k,https://www.tripadvisor.in/Profile/muzzammilk2015,4,Misty Mountain Resort Munnar
Muru K,https://www.tripadvisor.in/Profile/muruk2013,5,Misty Mountain Resort Munnar
Aleemu,https://www.tripadvisor.in/Profile/Aleem1991,5,Misty Mountain Resort Munnar
Nikhil Parmar,https://www.tripadvisor.in/Profile/538nikhilp,5,Misty Mountain Resort Munnar
Raj,https://www.tripadvisor.in/Profile/narayan28,5,Misty Mountain Resort Munnar
NanjilsRobin,https://www.tripadvisor.in/Profile/NanjilsRobin,5,Grand Plaza Munnar
Kaz,https://www.tripadvisor.in/Profile/solliecat,5,Grand Plaza Munnar
Barney-Rob W,https://www.tripadvisor.in/Profile/robertwalton,5,Grand Plaza Munnar
janaki_24,https://www.tripadvisor.in/Profile/janaki_24,4,Grand Plaza Munnar
Love2smile,https://www.tripadvisor.in/Profile/Havasta8,5,Grand Plaza Munnar
Ram S,https://www.tripadvisor.in/Profile/Ram376,1,Summit Birds Valley Resort & Spa
Avinash donda,https://www.tripadvisor.in/Profile/avinasgdonda,5,Summit Birds Valley Resort & Spa
vincent,https://www.tripadvisor.in/Profile/rosariyao,5,Summit Birds Valley Resort & Spa
Big daws,https://www.tripadvisor.in/Profile/Expedition693685,5,Summit Birds Valley Resort & Spa
Margaret,https://www.tripadvisor.in/Profile/dollyd701,5,Summit Birds Valley Resort & Spa
AMITHAB,https://www.tripadvisor.in/Profile/amithabamee,5,Dream Catcher Plantation Resort
Deepa kannan,https://www.tripadvisor.in/Profile/Deepakaanan,5,Dream Catcher Plantation Resort
Dhanya A,https://www.tripadvisor.in/Profile/66dhanyaa,5,Dream Catcher Plantation Resort
PRABITHA N,https://www.tripadvisor.in/Profile/prabitha2020,5,Dream Catcher Plantation Resort
Charita D,https://www.tripadvisor.in/Profile/46charitad,5,Dream Catcher Plantation Resort
Graham674,https://www.tripadvisor.in/Profile/Graham674,5,SpiceTree Munnar
OldBoy1953,https://www.tripadvisor.in/Profile/OldBoy1953,5,SpiceTree Munnar
Frank S,https://www.tripadvisor.in/Profile/FrankS110,5,SpiceTree Munnar
Shashi P,https://www.tripadvisor.in/Profile/420shaship,5,SpiceTree Munnar
Laura J,https://www.tripadvisor.in/Profile/W248YNlauraj,5,SpiceTree Munnar
Nilesh Mallick,https://www.tripadvisor.in/Profile/NileshMallick,3,Sterling Munnar
Skm239,https://www.tripadvisor.in/Profile/Skm239,5,Sterling Munnar
Zubin Kabraji,https://www.tripadvisor.in/Profile/goodfrogfried,4,Sterling Munnar
Panneerselvam S,https://www.tripadvisor.in/Profile/panneerselvams2020,2,Sterling Munnar
Deepali Shah Sarrof,https://www.tripadvisor.in/Profile/deepali_shah37,5,Sterling Munnar
S00RAJ_PATIL,https://www.tripadvisor.in/Profile/S00RAJ_PATIL,4,Glenmore Resorts
Ajay D,https://www.tripadvisor.in/Profile/532ajayd,5,Glenmore Resorts
Sathiya Narayanan,https://www.tripadvisor.in/Profile/Sathiya431,5,Glenmore Resorts
Varun D,https://www.tripadvisor.in/Profile/VarunD112,4,Glenmore Resorts
Mahesh Reddy K,https://www.tripadvisor.in/Profile/maheshreddyk2020,4,Glenmore Resorts
Bhushan patil,https://www.tripadvisor.in/Profile/BhushaNandani,5,Misty Lake Resort.
2016Reviews,https://www.tripadvisor.in/Profile/2016Reviews,5,Misty Lake Resort.
Rayats,https://www.tripadvisor.in/Profile/HarRai31018,5,Misty Lake Resort.
Dhansukh,https://www.tripadvisor.in/Profile/Dhansukh20,5,Misty Lake Resort.
ajitkamble123,https://www.tripadvisor.in/Profile/ajitkamble123,5,Misty Lake Resort.
phil59,https://www.tripadvisor.in/Profile/phil59,4,KTDC Tea County Munnar
Dr Rameshan M,https://www.tripadvisor.in/Profile/Ram_emmem,5,KTDC Tea County Munnar
M.J,https://www.tripadvisor.in/Profile/Kvoth3,4,KTDC Tea County Munnar
crmandal,https://www.tripadvisor.in/Profile/crmandal,5,KTDC Tea County Munnar
scshenoy,https://www.tripadvisor.in/Profile/scshenoy,5,KTDC Tea County Munnar
Ajilnath,https://www.tripadvisor.in/Profile/Ajilnath,5,Wild Elephant Eco Friendly Resort
Misor,https://www.tripadvisor.in/Profile/enmisortill,1,Wild Elephant Eco Friendly Resort
Joseph,https://www.tripadvisor.in/Profile/Josef_rostov,5,Wild Elephant Eco Friendly Resort
Anand R,https://www.tripadvisor.in/Profile/AnandR769,5,Wild Elephant Eco Friendly Resort
Janani s Naidu,https://www.tripadvisor.in/Profile/Jananisnaidu,5,Wild Elephant Eco Friendly Resort
Ruchir Sabharwal,https://www.tripadvisor.in/Profile/ruchirsabharwal,4,Aranyaka Resorts Munnar
Rajan N,https://www.tripadvisor.in/Profile/RajanHipppo,5,Aranyaka Resorts Munnar
sachin g,https://www.tripadvisor.in/Profile/gulve9994,5,Aranyaka Resorts Munnar
Boaz W,https://www.tripadvisor.in/Profile/haimboazw,4,Aranyaka Resorts Munnar
Chintan Shah,https://www.tripadvisor.in/Profile/chintanps4,5,Aranyaka Resorts Munnar
Abhisek De,https://www.tripadvisor.in/Profile/abhisekde0xf,5,Club Mahindra Munnar
Raj,https://www.tripadvisor.in/Profile/dreams1278,5,Club Mahindra Munnar
Jabez Jerri,https://www.tripadvisor.in/Profile/Destination_holiday0,5,Club Mahindra Munnar
Rajiv Kumaran,https://www.tripadvisor.in/Profile/XTREME4X4INDIA,5,Club Mahindra Munnar
Renuka,https://www.tripadvisor.in/Profile/renukul3,1,Club Mahindra Munnar
jtboma736531,https://www.tripadvisor.in/Profile/jtboma736531,4,Radisson Blu Kochi
Mitravasu,https://www.tripadvisor.in/Profile/Mitravasu25,5,Radisson Blu Kochi
Ashok K,https://www.tripadvisor.in/Profile/ashok_kelkar,4,Radisson Blu Kochi
Amrit,https://www.tripadvisor.in/Profile/wandering-hunter,5,Radisson Blu Kochi
TravelBugSharjah,https://www.tripadvisor.in/Profile/TravelBugSharjah,2,Radisson Blu Kochi
Pascal,https://www.tripadvisor.in/Profile/BBJSAM,5,Flora Airport Hotel and Convention Centre
Aditya Rajendra Ponkshe,https://www.tripadvisor.in/Profile/adityaponkshe007,5,Flora Airport Hotel and Convention Centre
Melisa L,https://www.tripadvisor.in/Profile/MelisaL256,5,Flora Airport Hotel and Convention Centre
Safari-first,https://www.tripadvisor.in/Profile/Safari-first,3,Flora Airport Hotel and Convention Centre
pksubramanian,https://www.tripadvisor.in/Profile/pksubramanian,5,Flora Airport Hotel and Convention Centre
SWEETY C,https://www.tripadvisor.in/Profile/chakrabortysweety10,5,Sea Lagoon Health Resort
Aravind Ramachandran,https://www.tripadvisor.in/Profile/mr1995reviews,3,Sea Lagoon Health Resort
Abhay Dhole,https://www.tripadvisor.in/Profile/abhay2977,5,Sea Lagoon Health Resort
David L,https://www.tripadvisor.in/Profile/DavLyle,4,Sea Lagoon Health Resort
Sneh,https://www.tripadvisor.in/Profile/Sneh196,5,Sea Lagoon Health Resort
kurien2014,https://www.tripadvisor.in/Profile/kurien2014,5,"The Gateway Hotel Marine Drive, Ernakulam"
shankarsm,https://www.tripadvisor.in/Profile/shankarsm,5,"The Gateway Hotel Marine Drive, Ernakulam"
Prema M,https://www.tripadvisor.in/Profile/premam2020,5,"The Gateway Hotel Marine Drive, Ernakulam"
derekandgrace2018,https://www.tripadvisor.in/Profile/derekandgrace2018,5,"The Gateway Hotel Marine Drive, Ernakulam"
har k,https://www.tripadvisor.in/Profile/hark_13,5,"The Gateway Hotel Marine Drive, Ernakulam"
Gianlucayoga,https://www.tripadvisor.in/Profile/Gianlucayoga,5,Sajhome
Katerina W,https://www.tripadvisor.in/Profile/KaterinaW_12,5,Sajhome
Jason,https://www.tripadvisor.in/Profile/hike_run_eat,5,Sajhome
1126kelseyg,https://www.tripadvisor.in/Profile/1126kelseyg,5,Sajhome
Sydney B,https://www.tripadvisor.in/Profile/giant417,5,Sajhome
Sawan Bopanna,https://www.tripadvisor.in/Profile/Bopstravel,4,"Trident, Cochin"
james5062016,https://www.tripadvisor.in/Profile/james5062016,5,"Trident, Cochin"
yogendra nath dhingra,https://www.tripadvisor.in/Profile/varshru,5,"Trident, Cochin"
Robert,https://www.tripadvisor.in/Profile/Robert7447,5,"Trident, Cochin"
Hayhurst5,https://www.tripadvisor.in/Profile/Hayhurst5,5,"Trident, Cochin"
Mithun Raj M,https://www.tripadvisor.in/Profile/mithunraj_88,3,Ramada Resort by Wyndham Kochi
_vishnupratap82,https://www.tripadvisor.in/Profile/_vishnupratap82,5,Ramada Resort by Wyndham Kochi
HelenKRK,https://www.tripadvisor.in/Profile/HelenKRK,3,Ramada Resort by Wyndham Kochi
Peter W,https://www.tripadvisor.in/Profile/240pjw,5,Ramada Resort by Wyndham Kochi
SStraveller,https://www.tripadvisor.in/Profile/SStraveller1,5,Ramada Resort by Wyndham Kochi
sueharrisonlondon,https://www.tripadvisor.in/Profile/sueharrisonlondon,4,Taj Malabar Resort & Spa Cochin
ChandniVikram,https://www.tripadvisor.in/Profile/ChandniVikram,5,Taj Malabar Resort & Spa Cochin
Namrata Karkhanis,https://www.tripadvisor.in/Profile/nomi_chow,4,Taj Malabar Resort & Spa Cochin
denise m,https://www.tripadvisor.in/Profile/deniseandbob,5,Taj Malabar Resort & Spa Cochin
Peter1948,https://www.tripadvisor.in/Profile/Peter1948,5,Taj Malabar Resort & Spa Cochin
Sudeep M,https://www.tripadvisor.in/Profile/918sudeepm,5,"Port Muziris, a Tribute Portfolio Hotel, Kochi"
M Ramesh,https://www.tripadvisor.in/Profile/Rameshmpallakad,5,"Port Muziris, a Tribute Portfolio Hotel, Kochi"
ChristinaandMark,https://www.tripadvisor.in/Profile/ChristinaandMark,5,"Port Muziris, a Tribute Portfolio Hotel, Kochi"
Shriram N,https://www.tripadvisor.in/Profile/180shriramn,5,"Port Muziris, a Tribute Portfolio Hotel, Kochi"
dayadin,https://www.tripadvisor.in/Profile/dayadin,5,"Port Muziris, a Tribute Portfolio Hotel, Kochi"
Philip H,https://www.tripadvisor.in/Profile/G1425TWphiliph,5,Ibis Kochi City Centre
Rajeh,https://www.tripadvisor.in/Profile/rjnaval,4,Ibis Kochi City Centre
ERK,https://www.tripadvisor.in/Profile/eugeenk2017,5,Ibis Kochi City Centre
356antonyr,https://www.tripadvisor.in/Profile/356antonyr,5,Ibis Kochi City Centre
Naveen Poonia,https://www.tripadvisor.in/Profile/123naveen1234,5,Ibis Kochi City Centre
PhilUsk,https://www.tripadvisor.in/Profile/PhilUsk,5,Raintree Lodge
puschka01,https://www.tripadvisor.in/Profile/puschka01,5,Raintree Lodge
janegardner,https://www.tripadvisor.in/Profile/janegardner,5,Raintree Lodge
Griet Deforce,https://www.tripadvisor.in/Profile/Grietfrombelgiumgent,5,Raintree Lodge
Abhinav_L_1982,https://www.tripadvisor.in/Profile/Abhinav_L_1982,4,Raintree Lodge
Comet K,https://www.tripadvisor.in/Profile/CometK1,5,Holiday Inn Cochin
LexiTamang123,https://www.tripadvisor.in/Profile/LexiTamang,4,Holiday Inn Cochin
Aditya,https://www.tripadvisor.in/Profile/Adityamirza,5,Holiday Inn Cochin
@ antonybabumangaly143,https://www.tripadvisor.in/Profile/Unnikkuttan143,5,Holiday Inn Cochin
Ankit,https://www.tripadvisor.in/Profile/Ankgupta13,5,Holiday Inn Cochin
nagendra c,https://www.tripadvisor.in/Profile/960nagendrac,5,Novotel Kochi Infopark
AhMaD,https://www.tripadvisor.in/Profile/lAhMaDl,5,Novotel Kochi Infopark
Manu Kurian,https://www.tripadvisor.in/Profile/manukurian,5,Novotel Kochi Infopark
midhu2016,https://www.tripadvisor.in/Profile/midhu2016,5,Novotel Kochi Infopark
Sahil D,https://www.tripadvisor.in/Profile/SSDalal,5,Novotel Kochi Infopark
Pramod skandha,https://www.tripadvisor.in/Profile/Skandhapra,3,Gokulam Park
surakshaa2020,https://www.tripadvisor.in/Profile/surakshaa2020,5,Gokulam Park
trichybala62,https://www.tripadvisor.in/Profile/trichybala62,3,Gokulam Park
ravishankarMumbai,https://www.tripadvisor.in/Profile/ravishankarMumbai,4,Gokulam Park
Saswat S,https://www.tripadvisor.in/Profile/SaswatS18,4,Gokulam Park
kairenh H,https://www.tripadvisor.in/Profile/kairenhh,5,Secret Garden
Northern traveller,https://www.tripadvisor.in/Profile/alisounr2014,4,Secret Garden
sandrinami,https://www.tripadvisor.in/Profile/sandrinami,5,Secret Garden
Expedition765708,https://www.tripadvisor.in/Profile/Expedition765708,4,Secret Garden
Gillian J,https://www.tripadvisor.in/Profile/369gillianj,5,Secret Garden
shynilp,https://www.tripadvisor.in/Profile/shynilp,5,Grand Hyatt Kochi Bolgatty
Arunccgt,https://www.tripadvisor.in/Profile/Arunccgt,5,Grand Hyatt Kochi Bolgatty
Naazma,https://www.tripadvisor.in/Profile/Naazmataz,5,Grand Hyatt Kochi Bolgatty
Parth D,https://www.tripadvisor.in/Profile/238parthd,5,Grand Hyatt Kochi Bolgatty
Fayez M,https://www.tripadvisor.in/Profile/fayezm2014,5,Grand Hyatt Kochi Bolgatty
desert1UK,https://www.tripadvisor.in/Profile/desert1UK,5,Green Woods-Bethlehem
Georg_UK,https://www.tripadvisor.in/Profile/Georg_UK,5,Green Woods-Bethlehem
DLT,https://www.tripadvisor.in/Profile/deborahertd,5,Green Woods-Bethlehem
Amir,https://www.tripadvisor.in/Profile/a110201,4,Green Woods-Bethlehem
Alex L,https://www.tripadvisor.in/Profile/alexmaclevine,5,Green Woods-Bethlehem
Rajen N,https://www.tripadvisor.in/Profile/RajenN6,5,Hotel Abad Plaza
Mary J,https://www.tripadvisor.in/Profile/maryjR3640YU,3,Hotel Abad Plaza
Aswin S,https://www.tripadvisor.in/Profile/935aswins,5,Hotel Abad Plaza
Yogesh Desai,https://www.tripadvisor.in/Profile/Blrtwinkle,4,Hotel Abad Plaza
Serena,https://www.tripadvisor.in/Profile/createchanes,4,Hotel Abad Plaza
Linda A,https://www.tripadvisor.in/Profile/K4673HJlindaa,5,Lake Front
Tom S,https://www.tripadvisor.in/Profile/tomsK5143YN,5,Lake Front
T D,https://www.tripadvisor.in/Profile/113td,5,Lake Front
RISHIKESH YOGA HOME,https://www.tripadvisor.in/Profile/rishikeshyogahome,5,Lake Front
roger s,https://www.tripadvisor.in/Profile/safariselb,5,Lake Front
kemlyn1974,https://www.tripadvisor.in/Profile/kemlyn1974,5,The Old Courtyard
k1k2ching,https://www.tripadvisor.in/Profile/k1k2ching,5,The Old Courtyard
2864Ian,https://www.tripadvisor.in/Profile/2864Ian,5,The Old Courtyard
jake1642,https://www.tripadvisor.in/Profile/jake1642,5,The Old Courtyard
louis_hamps,https://www.tripadvisor.in/Profile/louis_hamps,5,The Old Courtyard
SATISH RAJPATHAK,https://www.tripadvisor.in/Profile/shastribuwa,5,Forest Canopy
manan p,https://www.tripadvisor.in/Profile/39mananp,5,Forest Canopy
